model,metric,step,value,metrics_file
LISTA,eval/final_error,5500,0.5980539917945862,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,6000,0.5588934421539307,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,6500,0.5957387685775757,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,7000,0.5142961740493774,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,7500,0.6552314162254333,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,8000,0.5890830755233765,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,8500,0.5800002813339233,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,9000,0.4032134413719177,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,9500,0.447830468416214,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,10000,0.3489627242088318,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,10500,0.3969888389110565,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,11000,0.41665008664131165,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,11500,0.3799911439418793,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,12000,0.3746166229248047,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,12500,0.4298332631587982,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,13000,0.36901938915252686,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,13500,0.3946419060230255,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,14000,0.3781794607639313,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,14500,0.366609662771225,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,15000,0.446208655834198,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,15500,0.6917121410369873,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,16000,0.4006258249282837,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,16500,0.36280152201652527,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,17000,0.35763731598854065,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,17500,0.39278286695480347,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,18000,0.41602230072021484,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,18500,0.3677522540092468,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,19000,0.4184894263744354,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,19500,0.3714040517807007,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,20000,0.41673144698143005,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,20500,0.3790660798549652,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,21000,0.3763895332813263,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,21500,0.38026919960975647,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,22000,0.3568187654018402,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,22500,0.43694591522216797,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,23000,0.3665817081928253,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,23500,0.39449307322502136,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,24000,0.3678668737411499,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,24500,0.3933500349521637,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,25000,0.36179623007774353,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,25500,0.4409712553024292,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,26000,0.3621174395084381,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,26500,0.3493865430355072,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,27000,0.33763009309768677,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,27500,0.34745386242866516,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,28000,0.3615999221801758,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,28500,0.3219664394855499,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,29000,0.3236011266708374,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,29500,0.34737130999565125,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,30000,0.32875072956085205,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,30500,0.3742640018463135,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,31000,0.3746846914291382,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,31500,0.3596530556678772,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,32000,0.3418136537075043,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,32500,0.3537847101688385,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,33000,0.3484429121017456,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,33500,0.36987176537513733,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,34000,0.3257800340652466,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,34500,0.334371417760849,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,35000,0.3705449402332306,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,35500,0.3300381600856781,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,36000,0.3900846242904663,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,36500,0.3333054184913635,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,37000,0.3599031865596771,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,37500,0.3140351474285126,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,38000,0.3715505301952362,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,38500,0.3440987765789032,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,39000,0.3233760893344879,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,39500,0.3256492614746094,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,40000,0.3339654207229614,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,40500,0.3231496214866638,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,41000,0.30135950446128845,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,41500,0.3080509305000305,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,42000,0.36562779545783997,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,42500,0.3187054693698883,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,43000,0.29631465673446655,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,43500,0.27959924936294556,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,44000,0.2999378740787506,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,44500,0.3002283573150635,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,45000,0.2637193202972412,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,45500,0.30066901445388794,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,46000,0.2885642647743225,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,46500,0.30940598249435425,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,47000,0.3187611401081085,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,47500,0.30778858065605164,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,48000,0.33290213346481323,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,48500,0.31132712960243225,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,49000,0.32068032026290894,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
LISTA,eval/final_error,49500,0.2783811390399933,/network/scratch/l/lia/skae/transition_rich_lista_dense_p256_hardinit_table123_20260430/transition_rich_basin_partition/lista_dense_signsplit_p256_hardinit_basin_partition/gated_local_linear/dt_0p04/seed_0/20260501-052234/metrics_history.jsonl
